,"participant.perception","participant.id","participant.code","participant.created_at","updated_at","participant.training_group","experiment_phase","display_order","paradigm.consonant","paradigm.vowel","paradigm.stress","paradigm.human_singular","singular_play_count","paradigm.human_plural","plural_play_count","plural_response","both_responses","participant.year_born","participant.language_background","participant.comments","participant.other_languages","participant.native","participant.gender","pl.exists","consonant","shape","response","devoiced","voiced","group","match","opposite","IPA"
"2531","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:34:56","iamb","learning",11,"p","e","iamb","t-gep",1,"t-gebni",1,"t-gebni","true",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","p","iamb","b","p",1,"iamb","TRUE","FALSE","təɡep"
"2532","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:35:22","iamb","learning",12,"r","o","mono","zor",1,"zorni",2,"zorni","true",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","W","mono","W","W",0,"iamb","TRUE","TRUE","zor"
"2533","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:35:51","iamb","learning",13,"k","o","iamb","l-shok",1,"l-shogni",3,"l-shobni","true",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","k","iamb","b","p",1,"iamb","FALSE","FALSE","ləʃok"
"2534","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:36:19","iamb","learning",14,"r","a","mono","shar",1,"sharni",2,"shargnai","true",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","W","mono",,,0,"iamb","FALSE","TRUE","ʃar"
"2535","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:36:44","iamb","learning",15,"r","e","iamb","tr-sher",1,"tr-sherni",1,"tr-sherni","true",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","W","iamb","W","W",0,"iamb","TRUE","FALSE","trəʃer"
"2536","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:37:03","iamb","testing",16,"k","x","iamb","s-paik",1,"s-paigni",0,"s-paigni","false",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","k","iamb","g","k",1,"iamb","TRUE","FALSE","səpaɪk"
"2537","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:37:19","iamb","testing",17,"ng","e","iamb","t-seng",1,"t-sengni",0,"t-seŋnai","false",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","W","iamb",,,0,"iamb","FALSE","FALSE","təseŋ"
"2538","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:37:31","iamb","testing",18,"r","e","iamb","tr-sher",1,"tr-sherni",0,"tr-sherni","false",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","W","iamb","W","W",0,"iamb","TRUE","FALSE","trəʃer"
"2539","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:37:44","iamb","testing",19,"t","u","iamb","kl-put",1,"kl-pudni",0,"kl-putni","false",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","t","iamb","t","t",0,"iamb","TRUE","FALSE","kləput"
"2540","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:37:59","iamb","testing",20,"t","o","mono","zot",1,"zodni",0,"zotni","false",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","t","mono","t","t",0,"iamb","TRUE","TRUE","zot"
"2541","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:38:14","iamb","testing",21,"p","e","iamb","t-gep",1,"t-gebni",0,"t-gebni","false",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","p","iamb","b","p",1,"iamb","TRUE","FALSE","təɡep"
"2542","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:38:37","iamb","testing",22,"ng","u","mono","mung",1,"mungni",0,"muŋni","false",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","W","mono","W","W",0,"iamb","TRUE","TRUE","muŋ"
"2543","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:38:47","iamb","testing",23,"k","o","mono","dok",1,"dogni",0,"dokni","false",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","k","mono","k","k",0,"iamb","TRUE","TRUE","dok"
"2544","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:39:08","iamb","testing",24,"m","o","iamb","b-klom",1,"b-klomni",0,"b-klomni","false",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","W","iamb","W","W",0,"iamb","TRUE","FALSE","bəklom"
"2545","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:39:23","iamb","testing",25,"p","e","mono","sep",1,"sebni",0,"sepni","false",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","p","mono","p","p",0,"iamb","TRUE","TRUE","sep"
"2546","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:39:49","iamb","testing",26,"k","e","mono","chek",1,"chegni",0,"chekni","false",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","k","mono","k","k",0,"iamb","TRUE","TRUE","ʧek"
"2547","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:40:03","iamb","testing",27,"t","u","mono","stut",1,"studni",0,"stutni","false",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","t","mono","t","t",0,"iamb","TRUE","TRUE","stut"
"2548","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:40:28","iamb","testing",28,"r","a","mono","shar",1,"sharni",0,"sharnai","false",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","W","mono",,,0,"iamb","FALSE","TRUE","ʃar"
"2549","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:40:39","iamb","testing",29,"t","u","mono","prut",1,"prudni",0,"prutni","false",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","t","mono","t","t",0,"iamb","TRUE","TRUE","prut"
"2550","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:40:55","iamb","testing",30,"r","x","mono","klair",1,"klairni",0,"klairni","false",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","W","mono","W","W",0,"iamb","TRUE","TRUE","klaɪr"
"2551","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:41:23","iamb","testing",31,"p","o","iamb","f-chop",3,"f-chobni",0,"f-chobni","true",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","p","iamb","b","p",1,"iamb","TRUE","FALSE","fəʧop"
"2552","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:41:52","iamb","testing",32,"m","i","iamb","s-bim",4,"s-bimni",0,"f-demni","true",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","W","iamb","W","W",0,"iamb","TRUE","FALSE","səbim"
"2553","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:42:06","iamb","testing",33,"p","x","mono","braip",3,"braibni",0,"bripni","true",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","p","mono","p","p",0,"iamb","TRUE","TRUE","braɪp"
"2554","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:42:21","iamb","testing",34,"ng","i","mono","ting",2,"tingni",0,"piŋnai","true",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","W","mono",,,0,"iamb","FALSE","TRUE","tiŋ"
"2555","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:42:36","iamb","testing",35,"t","o","iamb","sh-lot",2,"sh-lodni",0,"sh-lotni","true",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","t","iamb","t","t",0,"iamb","TRUE","FALSE","ʃəlot"
"2556","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:42:54","iamb","testing",36,"p","o","iamb","g-top",4,"g-tobni",0,"b-topni","true",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","p","iamb","p","p",0,"iamb","TRUE","FALSE","ɡətop"
"2557","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:43:24","iamb","testing",37,"k","x","iamb","r-daik",4,"r-daigni",0,"ri-dagnai","true",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","k","iamb",,,0,"iamb","FALSE","FALSE","rədaɪk"
"2558","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:43:37","iamb","testing",38,"t","i","iamb","s-plit",2,"s-plidni",0,"s-pletni","true",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","t","iamb","t","t",0,"iamb","TRUE","FALSE","səplit"
"2559","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:43:46","iamb","testing",39,"m","e","mono","jem",1,"jemni",0,"jemni","true",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","W","mono","W","W",0,"iamb","TRUE","TRUE","ʤem"
"2560","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:44:04","iamb","testing",40,"p","x","iamb","ch-naip",3,"ch-naibni",0,"g-nipni","true",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","p","iamb","p","p",0,"iamb","TRUE","FALSE","ʧənaɪp"
"2561","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:44:15","iamb","testing",41,"p","u","mono","nup",2,"nubni",0,"nupni","true",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","p","mono","p","p",0,"iamb","TRUE","TRUE","nup"
"2562","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:44:31","iamb","testing",42,"k","e","mono","glek",3,"glegni",0,"glakni","true",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","k","mono","k","k",0,"iamb","TRUE","TRUE","ɡlek"
"2563","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:45:03","iamb","testing",43,"k","u","iamb","zh-tuk",3,"zh-tugni",0,"g-tukni","true",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","k","iamb","k","k",0,"iamb","TRUE","FALSE","ʒətuk"
"2564","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:45:18","iamb","testing",44,"p","a","mono","zap",3,"zabni",0,"zotni","true",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","p","mono","t","t",0,"iamb","FALSE","TRUE","zap"
"2565","larvid","593","NWV591","2011-03-26 16:30:17","2011-03-26 16:45:38","iamb","testing",45,"l","a","iamb","d-sal",3,"d-salni",0,"d-salni","true",1957,"Arizona","Was a weird stufy to say the least but interesting","None","true","Male","TRUE","W","iamb","W","W",0,"iamb","TRUE","FALSE","dəsal"
"2566","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:37:39","iamb","learning",1,"p","i","iamb","k-nip",1,"k-nibni",1,,"false",1981,"Central PA",,,"true","Male","FALSE","p","iamb",,,0,"iamb","FALSE","FALSE","kənip"
"2567","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:37:44","iamb","learning",2,"p","o","iamb","g-top",1,"g-tobni",1,,"false",1981,"Central PA",,,"true","Male","FALSE","p","iamb",,,0,"iamb","FALSE","FALSE","ɡətop"
"2568","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:37:51","iamb","learning",3,"ng","e","iamb","t-seng",1,"t-sengni",1,,"false",1981,"Central PA",,,"true","Male","FALSE","W","iamb",,,0,"iamb","FALSE","FALSE","təseŋ"
"2569","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:37:55","iamb","learning",4,"r","o","mono","zor",1,"zorni",1,,"false",1981,"Central PA",,,"true","Male","FALSE","W","mono",,,0,"iamb","FALSE","TRUE","zor"
"2570","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:38:01","iamb","learning",5,"p","e","iamb","t-gep",1,"t-gebni",1,,"false",1981,"Central PA",,,"true","Male","FALSE","p","iamb",,,0,"iamb","FALSE","FALSE","təɡep"
"2571","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:38:07","iamb","learning",6,"t","i","iamb","b-git",1,"b-gidni",1,,"false",1981,"Central PA",,,"true","Male","FALSE","t","iamb",,,0,"iamb","FALSE","FALSE","bəɡit"
"2572","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:38:12","iamb","learning",7,"k","o","iamb","l-shok",1,"l-shogni",1,,"false",1981,"Central PA",,,"true","Male","FALSE","k","iamb",,,0,"iamb","FALSE","FALSE","ləʃok"
"2573","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:38:36","iamb","learning",8,"m","e","mono","jem",1,"jemni",1,"jemni","true",1981,"Central PA",,,"true","Male","TRUE","W","mono","W","W",0,"iamb","TRUE","TRUE","ʤem"
"2574","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:39:03","iamb","learning",9,"t","i","iamb","s-plit",1,"s-plidni",2,"s-pligni","true",1981,"Central PA",,,"true","Male","TRUE","t","iamb","g","k",1,"iamb","FALSE","FALSE","səplit"
"2575","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:39:30","iamb","learning",10,"l","i","mono","bril",1,"brilni",3,"brilni","true",1981,"Central PA",,,"true","Male","TRUE","W","mono","W","W",0,"iamb","TRUE","TRUE","bril"
"2576","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:39:46","iamb","learning",11,"k","u","iamb","zh-tuk",1,"zh-tugni",1,"zh-tugni","true",1981,"Central PA",,,"true","Male","TRUE","k","iamb","g","k",1,"iamb","TRUE","FALSE","ʒətuk"
"2577","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:40:01","iamb","learning",12,"k","o","iamb","g-frok",1,"g-frogni",1,"g-frogni","true",1981,"Central PA",,,"true","Male","TRUE","k","iamb","g","k",1,"iamb","TRUE","FALSE","ɡəfrok"
"2578","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:40:16","iamb","learning",13,"t","u","iamb","g-shut",1,"g-shudni",1,"g-shudni","true",1981,"Central PA",,,"true","Male","TRUE","t","iamb","d","t",1,"iamb","TRUE","FALSE","ɡəʃut"
"2579","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:40:30","iamb","learning",14,"r","i","iamb","g-vir",1,"g-virni",1,"g-virgni","true",1981,"Central PA",,,"true","Male","TRUE","W","iamb","g","k",1,"iamb","FALSE","FALSE","ɡəvir"
"2580","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:40:47","iamb","learning",15,"p","u","iamb","s-rup",1,"s-rubni",1,"s-rubni","true",1981,"Central PA",,,"true","Male","TRUE","p","iamb","b","p",1,"iamb","TRUE","FALSE","sərup"
"2581","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:41:02","iamb","testing",16,"p","a","iamb","h-sap",1,"h-sabni",0,"h-sabni","false",1981,"Central PA",,,"true","Male","TRUE","p","iamb","b","p",1,"iamb","TRUE","FALSE","həsap"
"2582","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:41:12","iamb","testing",17,"l","e","mono","zel",1,"zelni",0,"zelni","false",1981,"Central PA",,,"true","Male","TRUE","W","mono","W","W",0,"iamb","TRUE","TRUE","zel"
"2583","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:41:20","iamb","testing",18,"l","i","mono","bril",1,"brilni",0,"brilni","false",1981,"Central PA",,,"true","Male","TRUE","W","mono","W","W",0,"iamb","TRUE","TRUE","bril"
"2584","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:41:28","iamb","testing",19,"p","a","mono","zap",1,"zabni",0,"zabni","false",1981,"Central PA",,,"true","Male","TRUE","p","mono","b","p",1,"iamb","TRUE","TRUE","zap"
"2585","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:41:45","iamb","testing",20,"t","o","iamb","sh-lot",1,"sh-lodni",0,"sh-logni","false",1981,"Central PA",,,"true","Male","TRUE","t","iamb","g","k",1,"iamb","FALSE","FALSE","ʃəlot"
"2586","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:41:52","iamb","testing",21,"l","o","iamb","n-jol",1,"n-jolni",0,"n-jolni","false",1981,"Central PA",,,"true","Male","TRUE","W","iamb","W","W",0,"iamb","TRUE","FALSE","nəʤol"
"2587","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:42:00","iamb","testing",22,"t","x","mono","pait",1,"paidni",0,"paigni","false",1981,"Central PA",,,"true","Male","TRUE","t","mono","g","k",1,"iamb","FALSE","TRUE","paɪt"
"2588","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:42:12","iamb","testing",23,"p","e","iamb","t-gep",1,"t-gebni",0,"t-gebni","false",1981,"Central PA",,,"true","Male","TRUE","p","iamb","b","p",1,"iamb","TRUE","FALSE","təɡep"
"2589","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:42:20","iamb","testing",24,"p","i","iamb","r-lip",1,"r-libni",0,"r-libni","false",1981,"Central PA",,,"true","Male","TRUE","p","iamb","b","p",1,"iamb","TRUE","FALSE","rəlip"
"2590","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:42:32","iamb","testing",25,"t","e","iamb","zh-net",1,"zh-nedni",0,"zh-negni","false",1981,"Central PA",,,"true","Male","TRUE","t","iamb","g","k",1,"iamb","FALSE","FALSE","ʒənet"
"2591","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:42:40","iamb","testing",26,"p","o","mono","bop",1,"bobni",0,"bobni","false",1981,"Central PA",,,"true","Male","TRUE","p","mono","b","p",1,"iamb","TRUE","TRUE","bop"
"2592","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:42:48","iamb","testing",27,"k","x","mono","shaik",1,"shaigni",0,"shaigni","false",1981,"Central PA",,,"true","Male","TRUE","k","mono","g","k",1,"iamb","TRUE","TRUE","ʃaɪk"
"2593","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:42:58","iamb","testing",28,"p","o","iamb","g-top",1,"g-tobni",0,"g-tobni","false",1981,"Central PA",,,"true","Male","TRUE","p","iamb","b","p",1,"iamb","TRUE","FALSE","ɡətop"
"2594","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:43:09","iamb","testing",29,"m","e","mono","jem",1,"jemni",0,"jemni","false",1981,"Central PA",,,"true","Male","TRUE","W","mono","W","W",0,"iamb","TRUE","TRUE","ʤem"
"2595","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:43:15","iamb","testing",30,"t","e","mono","klet",1,"kledni",0,"klegni","false",1981,"Central PA",,,"true","Male","TRUE","t","mono","g","k",1,"iamb","FALSE","TRUE","klet"
"2596","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:44:23","iamb","testing",31,"k","x","mono","blaik",5,"blaigni",0,"bl-kni","true",1981,"Central PA",,,"true","Male","TRUE","k","mono","k","k",0,"iamb","TRUE","TRUE","blaɪk"
"2597","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:44:55","iamb","testing",32,"k","i","iamb","b-sik",3,"b-signi",0,"b-signi","true",1981,"Central PA",,,"true","Male","TRUE","k","iamb","g","k",1,"iamb","TRUE","FALSE","bəsik"
"2598","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:45:16","iamb","testing",33,"t","i","iamb","s-plit",3,"s-plidni",0,"s-pligni","true",1981,"Central PA",,,"true","Male","TRUE","t","iamb","g","k",1,"iamb","FALSE","FALSE","səplit"
"2599","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:45:48","iamb","testing",34,"m","x","iamb","zh-taim",3,"zh-taimni",0,"j-timni","true",1981,"Central PA",,,"true","Male","TRUE","W","iamb","W","W",0,"iamb","TRUE","FALSE","ʒətaɪm"
"2600","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:46:08","iamb","testing",35,"r","i","mono","zhir",2,"zhirni",0,"jerni","true",1981,"Central PA",,,"true","Male","TRUE","W","mono","W","W",0,"iamb","TRUE","TRUE","ʒir"
"2601","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:46:32","iamb","testing",36,"l","x","mono","sail",2,"sailni",0,"s-ulni","true",1981,"Central PA",,,"true","Male","TRUE","W","mono","W","W",0,"iamb","TRUE","TRUE","saɪl"
"2602","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:46:47","iamb","testing",37,"t","e","mono","dret",2,"dredni",0,"dregni","true",1981,"Central PA",,,"true","Male","TRUE","t","mono","g","k",1,"iamb","FALSE","TRUE","dret"
"2603","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:47:01","iamb","testing",38,"k","o","mono","prok",2,"progni",0,"progni","true",1981,"Central PA",,,"true","Male","TRUE","k","mono","g","k",1,"iamb","TRUE","TRUE","prok"
"2604","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:47:23","iamb","testing",39,"ng","x","iamb","p-daing",1,"p-daingni",0,"b-digni","true",1981,"Central PA",,,"true","Male","TRUE","W","iamb","g","k",1,"iamb","FALSE","FALSE","pədaɪŋ"
"2605","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:47:43","iamb","testing",40,"p","x","mono","braip",2,"braibni",0,"bribni","true",1981,"Central PA",,,"true","Male","TRUE","p","mono","b","p",1,"iamb","TRUE","TRUE","braɪp"
"2606","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:48:09","iamb","testing",41,"r","i","iamb","g-vir",2,"g-virni",0,"g-vegni","true",1981,"Central PA",,,"true","Male","TRUE","W","iamb","g","k",1,"iamb","FALSE","FALSE","ɡəvir"
"2607","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:48:20","iamb","testing",42,"l","a","iamb","g-nal",1,"g-nalni",0,"g-galni","true",1981,"Central PA",,,"true","Male","TRUE","W","iamb","W","W",0,"iamb","TRUE","FALSE","ɡənal"
"2608","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:48:40","iamb","testing",43,"p","u","mono","chup",3,"chubni",0,"trubni","true",1981,"Central PA",,,"true","Male","TRUE","p","mono","b","p",1,"iamb","TRUE","TRUE","ʧup"
"2609","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:49:02","iamb","testing",44,"k","o","iamb","l-shok",3,"l-shogni",0,"v-shogni","true",1981,"Central PA",,,"true","Male","TRUE","k","iamb","g","k",1,"iamb","TRUE","FALSE","ləʃok"
"2610","Larpid","595","TTZ594","2011-03-26 16:36:05","2011-03-26 16:49:16","iamb","testing",45,"k","e","iamb","p-nek",4,"p-negni",0,"p-nagni","true",1981,"Central PA",,,"true","Male","TRUE","k","iamb","g","k",1,"iamb","TRUE","FALSE","pənek"
"2611","Larbid","596","JJB595","2011-03-26 16:36:56","2011-03-26 16:37:52","iamb","learning",1,"p","i","iamb","r-lip",2,"r-libni",2,,"false",1980,"Long Island","no thank you","None fluently; a little spanish","true","Male","FALSE","p","iamb",,,0,"iamb","FALSE","FALSE","rəlip"
"2612","Larbid","596","JJB595","2011-03-26 16:36:56","2011-03-26 16:37:57","iamb","learning",2,"t","x","iamb","f-hait",1,"f-haidni",1,,"false",1980,"Long Island","no thank you","None fluently; a little spanish","true","Male","FALSE","t","iamb",,,0,"iamb","FALSE","FALSE","fəhaɪt"
"2613","Larbid","596","JJB595","2011-03-26 16:36:56","2011-03-26 16:38:01","iamb","learning",3,"ng","u","iamb","ch-rung",1,"ch-rungni",1,,"false",1980,"Long Island","no thank you","None fluently; a little spanish","true","Male","FALSE","W","iamb",,,0,"iamb","FALSE","FALSE","ʧəruŋ"
"2614","Larbid","596","JJB595","2011-03-26 16:36:56","2011-03-26 16:38:05","iamb","learning",4,"t","u","iamb","kl-put",1,"kl-pudni",1,,"false",1980,"Long Island","no thank you","None fluently; a little spanish","true","Male","FALSE","t","iamb",,,0,"iamb","FALSE","FALSE","kləput"
"2615","Larbid","596","JJB595","2011-03-26 16:36:56","2011-03-26 16:38:09","iamb","learning",5,"k","a","iamb","ch-pak",1,"ch-pagni",1,,"false",1980,"Long Island","no thank you","None fluently; a little spanish","true","Male","FALSE","k","iamb",,,0,"iamb","FALSE","FALSE","ʧəpak"
"2616","Larbid","596","JJB595","2011-03-26 16:36:56","2011-03-26 16:38:12","iamb","learning",6,"k","o","iamb","g-frok",1,"g-frogni",1,,"false",1980,"Long Island","no thank you","None fluently; a little spanish","true","Male","FALSE","k","iamb",,,0,"iamb","FALSE","FALSE","ɡəfrok"
"2617","Larbid","596","JJB595","2011-03-26 16:36:56","2011-03-26 16:38:16","iamb","learning",7,"p","i","iamb","k-nip",1,"k-nibni",1,,"false",1980,"Long Island","no thank you","None fluently; a little spanish","true","Male","FALSE","p","iamb",,,0,"iamb","FALSE","FALSE","kənip"
"2618","Larbid","596","JJB595","2011-03-26 16:36:56","2011-03-26 16:38:45","iamb","learning",8,"k","a","iamb","gl-zak",1,"gl-zagni",2,"gl-zagni","true",1980,"Long Island","no thank you","None fluently; a little spanish","true","Male","TRUE","k","iamb","g","k",1,"iamb","TRUE","FALSE","ɡləzak"
"2619","Larbid","596","JJB595","2011-03-26 16:36:56","2011-03-26 16:38:56","iamb","learning",9,"r","i","iamb","g-vir",1,"g-virni",1,"g-virni","true",1980,"Long Island","no thank you","None fluently; a little spanish","true","Male","TRUE","W","iamb","W","W",0,"iamb","TRUE","FALSE","ɡəvir"
"2620","Larbid","596","JJB595","2011-03-26 16:36:56","2011-03-26 16:39:07","iamb","learning",10,"ng","i","mono","kring",1,"kringni",1,"kriŋni","true",1980,"Long Island","no thank you","None fluently; a little spanish","true","Male","TRUE","W","mono","W","W",0,"iamb","TRUE","TRUE","kriŋ"
"2621","Larbid","596","JJB595","2011-03-26 16:36:56","2011-03-26 16:39:20","iamb","learning",11,"p","u","iamb","j-lup",1,"j-lubni",1,"j-lubni","true",1980,"Long Island","no thank you","None fluently; a little spanish","true","Male","TRUE","p","iamb","b","p",1,"iamb","TRUE","FALSE","ʤəlup"
"2622","Larbid","596","JJB595","2011-03-26 16:36:56","2011-03-26 16:39:31","iamb","learning",12,"m","x","mono","baim",1,"baimni",1,"baimni","true",1980,"Long Island","no thank you","None fluently; a little spanish","true","Male","TRUE","W","mono","W","W",0,"iamb","TRUE","TRUE","baɪm"
"2623","Larbid","596","JJB595","2011-03-26 16:36:56","2011-03-26 16:39:42","iamb","learning",13,"p","e","iamb","t-gep",1,"t-gebni",1,"t-gebni","true",1980,"Long Island","no thank you","None fluently; a little spanish","true","Male","TRUE","p","iamb","b","p",1,"iamb","TRUE","FALSE","təɡep"
"2624","Larbid","596","JJB595","2011-03-26 16:36:56","2011-03-26 16:39:51","iamb","learning",14,"r","e","mono","pler",1,"plerni",1,"plerni","true",1980,"Long Island","no thank you","None fluently; a little spanish","true","Male","TRUE","W","mono","W","W",0,"iamb","TRUE","TRUE","pler"
"2625","Larbid","596","JJB595","2011-03-26 16:36:56","2011-03-26 16:40:03","iamb","learning",15,"t","e","iamb","zh-net",1,"zh-nedni",1,"zh-nedni","true",1980,"Long Island","no thank you","None fluently; a little spanish","true","Male","TRUE","t","iamb","d","t",1,"iamb","TRUE","FALSE","ʒənet"
